fips,agriculture,construction,manufacturing,wholesale_trade,retail_trade,transport_warehouse_utilities,information,finance_insurance_realestate,prof_scientific_waste,edu_health,arts_recreation,public_admin,other,year
8109,25938,21889,23261,19167,14688,15063,14500,28485,17063,15102,5729,39896,25804,2010
8111,NA,33906,NA,NA,20250,51979,NA,NA,36400,29417,23750,NA,32734,2010
8113,31917,45651,16806,33393,26481,26563,53902,49052,43029,30597,38019,61131,28125,2010
8115,30469,39107,21250,34063,21204,46023,3250,23333,51094,20000,NA,39097,24125,2010
8117,59043,37836,41987,82379,29711,55764,38977,38669,45933,32639,26571,51510,21764,2010
8119,13618,28587,63750,46250,23066,43983,33958,35446,66688,37313,27250,40815,19167,2010
8121,27837,28611,24792,32500,20089,49471,14583,40156,29861,24813,"2,500-",30260,20179,2010
8123,24268,36365,40244,43663,24862,44655,33688,38459,51131,30988,10855,48408,21114,2010
8125,28083,25046,19130,26471,18798,24176,34412,31111,30156,27857,11000,27384,26289,2010
9001,30405,39545,57804,63568,25908,50313,60564,91200,78076,40003,23855,61599,23791,2010
9003,25397,44750,50432,49777,22192,45179,46281,57943,59866,38418,16123,59749,27760,2010
9005,20308,50202,52062,50560,25115,54743,49331,50653,53143,39667,17225,60338,25539,2010
9007,31953,47765,55835,59000,25020,57195,51022,61611,59810,43549,23393,63558,30621,2010
9009,30548,41856,50031,47809,23652,48457,51345,50069,56106,38440,19549,61805,25720,2010
9011,19355,43481,65983,50405,23489,51053,44281,46488,62438,37473,30208,59517,22783,2010
9013,28750,50852,59677,52700,20713,46658,43214,60822,54968,34442,22714,63750,28662,2010
9015,21144,41279,43578,34935,26200,42887,29609,36041,45472,33127,29767,57329,24973,2010
10001,24293,36284,39695,37284,21649,45618,34773,37626,43471,32452,25468,42914,22320,2010
10003,30789,41044,59148,43594,22859,48374,40684,46802,60649,36505,17921,47954,26250,2010
10005,26341,32486,33154,36650,24521,41344,33611,34966,48438,33647,20482,43261,21374,2010
11001,31821,37807,60026,44554,23066,36997,61101,55417,72439,37695,34937,70232,44424,2010
12001,21453,29359,37048,40379,17781,34931,26789,31313,40711,32387,11681,41122,22018,2010
12003,21776,37798,39196,23929,25597,41791,35956,27329,47230,26491,NA,35997,30339,2010
12005,28188,31009,40056,32365,19628,37800,32452,32292,47772,30500,16907,41322,20088,2010
12007,27308,25652,36481,31946,23892,40066,55667,27152,23289,26693,NA,35511,21694,2010
12009,27346,33881,47173,37358,20363,46754,38755,32555,53576,31883,17283,46172,22107,2010
12011,21793,31986,38028,42000,24652,42524,42354,41337,47409,36742,24516,54422,22049,2010
12013,41824,23403,29146,31691,16250,51667,26450,24038,49594,26750,NA,33539,16314,2010
12015,35850,35595,34615,42295,20833,40791,37917,30512,36444,31071,20299,40438,20501,2010
12017,15368,28385,33029,27131,17076,47731,36344,35965,31463,27257,16005,35283,20522,2010
12019,16154,37968,44124,51191,21886,44848,52532,37182,43262,35627,14329,43333,23733,2010
12021,15520,31161,39815,28027,22411,36250,46925,42152,50597,33640,25137,45917,25372,2010
12023,25132,27477,37468,19507,17116,37323,34205,29618,33313,30505,20250,34515,19750,2010
12027,11538,23036,35956,45132,17990,31458,NA,30286,35391,24630,16512,35840,20094,2010
12029,35372,25727,23776,60804,13750,38056,41174,24313,29013,22295,NA,32539,25145,2010
12031,29293,31306,37941,40841,21613,42147,38621,39500,45440,31835,21159,43509,21740,2010
12033,26168,29293,40313,40585,20332,42531,30435,30872,46024,27405,22051,39067,18604,2010
12035,20278,38672,38496,34191,20814,35045,24526,36277,36054,30857,20057,35551,20000,2010
12037,18272,29306,38191,28854,20265,31042,21000,32895,41736,22930,19712,34524,11019,2010
12039,17214,30719,39476,34097,23409,32686,16964,25565,32455,25904,14118,36140,25000,2010
12041,29531,25296,27036,40917,18284,33831,50119,26285,32583,29225,16037,37764,14667,2010
12043,14076,27328,23182,18696,18884,36193,4688,33125,NA,31866,19327,33518,14777,2010
12045,21214,31500,31894,40227,16333,31927,30694,36029,41597,26698,11500,35046,19000,2010
12047,21042,40543,31563,31369,21273,27308,19250,27946,24236,25286,35478,32218,14205,2010
12049,14490,21820,26571,14787,17430,28227,9236,31295,25833,23150,7315,34647,22376,2010
12051,12511,31150,26601,21750,21957,29970,48633,25791,41776,26406,17018,32188,17625,2010
12053,29009,30516,37280,40839,22860,40682,42694,34858,37096,30141,14653,41208,21900,2010
12055,15075,25195,29925,26164,18267,31306,40288,27470,25201,26505,17917,36549,15617,2010
12057,16383,31758,37839,38837,21660,40256,43459,39650,51511,34004,18918,46223,22474,2010
12059,31094,28456,21855,34200,21218,38750,47054,22316,54639,28556,"2,500-",31796,17393,2010
12061,14808,29473,35617,39397,21389,36225,43226,33174,43345,30232,24963,42396,24394,2010
12063,17163,31120,25965,38092,20046,33304,26923,34500,31685,26911,8365,36237,20664,2010
12065,19572,33160,24444,9196,11828,45093,19871,37500,30625,31316,7115,36471,38952,2010
12067,42065,24049,29837,37143,19265,27056,NA,25305,28750,20563,NA,36303,9000,2010
12069,23516,32558,34241,44101,20559,38473,39421,32968,40211,31796,25965,42489,22525,2010
12071,20662,33834,37449,41882,22857,35330,36613,36740,42997,32725,25506,42785,21085,2010
12073,26077,30933,43555,35521,17362,41607,42066,36110,46290,29275,13664,42252,25000,2010
12075,18802,27763,30925,29293,14839,38654,26250,26238,44115,27079,11750,34615,24573,2010
12077,21533,47625,41026,6597,15867,42321,NA,29398,50733,22610,NA,33787,48274,2010
12079,17389,38919,27917,25982,11736,28681,12750,43231,26315,16766,3324,32401,17794,2010
12081,23207,33030,38684,38383,22374,38056,41411,41527,42808,33635,22454,43651,21788,2010
12083,20539,28860,31689,34655,20449,37012,33679,28831,35476,30601,15514,36065,19917,2010
12085,16304,32486,46230,45066,21992,64167,42917,41111,50336,31476,21888,47911,22294,2010
12086,16415,25317,25933,31883,20682,34547,41010,36064,42946,30924,21665,45765,16981,2010
12087,21500,31670,35129,48650,22314,30931,43026,40875,50090,31431,25268,44259,17324,2010
12089,36354,30693,50177,43125,19656,39659,46406,39287,39079,35556,25080,41875,32536,2010
12091,22841,32074,37924,34625,21313,40856,40662,30836,54033,31310,17145,46344,18774,2010
12093,17108,32488,22656,17485,16277,31184,48750,24437,37733,30729,17500,35087,14761,2010
12095,18137,29801,39320,37843,21277,35458,36362,37482,51084,31499,24691,42049,21894,2010
12097,20721,31312,35553,31663,21249,32311,39384,32239,38872,31212,25842,39621,24382,2010
12099,17029,31003,43869,42186,23962,43954,46036,42119,52326,35934,25496,50254,24221,2010
12101,25500,33166,38726,43138,21841,41764,45651,39935,42441,32551,19090,44384,20821,2010
12103,20443,32463,35985,37895,23303,41308,43903,37989,45576,32571,21564,44977,21606,2010
12105,18719,29708,32932,31682,23765,36261,38993,35195,39075,31475,21591,39231,21501,2010
12107,14559,30444,36958,34938,16798,42430,30500,34050,22270,29335,24567,34037,17209,2010
12109,21779,33876,57900,47167,20992,50969,36633,51149,61311,38926,20308,43887,25791,2010
12111,16737,34385,36079,32460,23098,46017,37007,32014,40646,31663,18635,38857,20828,2010
12113,17083,28513,43082,44790,21965,46742,42676,33038,48086,31655,14795,42422,21935,2010
12115,22548,32637,32987,44593,23757,36892,39925,39134,41093,33724,17602,42089,22256,2010
12117,21181,36341,46787,42799,24062,42985,48944,41923,53023,35997,25832,47706,25259,2010
12119,41792,31298,28997,22330,13172,33525,27031,31156,31220,26073,7193,35380,16786,2010
12121,26367,33432,25924,16915,20048,27763,3269,26503,30052,27963,18750,33296,25660,2010
12123,22946,24423,32452,48934,13846,42308,68164,22344,50952,21150,21711,32329,16053,2010
12125,NA,32875,46435,34850,20027,28375,35500,23625,18802,31032,NA,35313,11597,2010
12127,16749,33169,34910,36543,21240,40950,36156,35964,39458,31032,21457,42799,23400,2010
12129,13490,31474,36346,29153,23214,51885,34306,37763,42083,33487,20595,38968,22978,2010
12131,26107,31397,31190,44006,25206,43792,22083,32217,45822,32120,21667,39522,23603,2010
12133,17625,37941,26092,27339,17823,46902,19306,23141,52574,26916,17684,31139,22527,2010
13001,17001,34375,30625,50398,16459,42096,75560,27258,22143,25177,12384,31742,12917,2010
13003,12344,33214,23257,23618,22153,30655,25903,50430,NA,30250,NA,21432,28542,2010
13005,19697,78730,24490,35705,17407,55625,50573,30234,38333,21389,NA,28333,25049,2010
13007,25417,23429,22945,40208,14861,25871,34696,120673,208500,28024,NA,22250,33750,2010
13009,21797,33048,30694,26216,13981,32021,26216,27863,30750,27096,"2,500-",31446,17422,2010
13011,32177,30972,35268,32656,21265,38795,30865,32311,35880,25263,11250,39706,14269,2010
13013,30671,33012,38934,35763,27113,42428,41415,35781,55370,30329,16250,41750,26524,2010
13015,30625,31969,35682,34628,21770,41392,31463,34983,49212,31633,24500,40425,19640,2010
13017,19472,20057,24444,87969,20320,55109,33750,27167,10938,23112,"2,500-",26235,15056,2010
13019,17769,21820,27002,30950,17406,15417,45625,27675,11683,33854,"2,500-",27370,20673,2010
13021,7308,29583,34665,37342,17856,39242,33475,33880,42692,28685,21305,39832,19312,2010
13023,21079,38325,29355,20823,24074,20812,NA,66750,26078,27199,14844,51847,25363,2010
13025,40952,35772,31475,29943,22188,39109,42391,21768,56458,20498,12227,35640,15833,2010
13027,16901,31075,26538,25893,19286,40820,10714,16161,27656,25207,45119,41905,27946,2010
13029,5938,35674,56508,54844,22332,39948,41336,29844,35978,36365,15114,51541,26875,2010
13031,27500,25313,29907,35808,15753,36713,31050,31108,33125,24937,13566,40170,18993,2010
13033,15365,31771,30029,29320,15813,45152,9375,26176,32500,21700,6500,31821,19063,2010
13035,10333,33074,32747,29639,26566,42050,46528,30789,41250,35625,16985,35855,31153,2010
13037,21188,10703,19980,31750,12170,51731,115724,52292,NA,20592,NA,28060,16667,2010
13039,23661,32011,40720,36067,19238,43021,25727,30952,42194,28608,15798,38103,25539,2010
13043,16076,24345,24923,24766,21980,47162,22468,22080,30072,22656,9306,31458,16958,2010
13045,30250,33481,34888,36554,22588,44344,38597,33424,36961,30267,11278,40199,15997,2010
13047,31468,29347,36327,38189,22772,36711,36094,34981,40775,32613,21739,30854,24717,2010
13049,31331,37979,40504,21359,20833,31583,8250,16593,25274,21974,27830,26096,22750,2010
13051,20357,28136,43366,40265,21338,36627,34470,32881,45188,33875,17653,38309,22246,2010
13053,NA,33750,20968,41923,12000,34955,6563,22763,106406,30087,6569,35830,14321,2010
13055,10797,32070,26872,22813,16406,36929,23409,30125,22071,31373,43021,27332,16094,2010
13057,20790,36314,51076,50942,26632,50239,64233,45555,57443,34733,27473,49809,27829,2010
13059,22024,22193,30385,26810,15121,28299,27255,33512,32966,26356,7022,40716,16432,2010
13061,17222,20313,21250,16433,8333,41667,NA,NA,NA,15759,35714,24514,24531,2010
13063,21304,26455,30773,30831,21004,35482,40615,34734,42267,30354,21638,42490,21170,2010
13065,16615,39188,28125,25234,20605,32355,NA,41250,45278,19177,12063,16410,25134,2010
13067,28917,30520,54352,51305,25600,45737,65015,49756,60786,37904,20561,48415,24677,2010
13069,16284,28736,28099,17609,22002,40922,21250,27625,32986,26618,25592,30531,23388,2010
13071,19187,24429,23590,21505,21011,35172,26806,28686,30750,29613,9813,31455,16505,2010
13073,31709,37358,56835,49201,25136,57173,39323,37038,50239,43031,16078,47835,23655,2010
13075,14694,26406,32272,18688,23003,25133,4674,30917,23640,21340,31719,40256,19801,2010
13077,25125,39019,39775,37739,22061,51482,43535,40962,53575,36340,17969,55420,26395,2010
13079,51148,35174,41292,30174,20044,46250,43750,25885,66051,21378,NA,45819,24364,2010
13081,35448,27993,25201,40127,16250,41599,NA,31406,22050,20024,NA,29773,20625,2010
13083,21706,26354,36907,40000,19464,35523,9583,35284,39000,19151,8908,27104,32120,2010
13085,19047,30019,32723,66563,23250,47997,43000,31094,50610,26212,23611,37784,24432,2010
13087,26712,30327,28633,25139,17823,27222,44643,29722,39630,28148,21875,40082,13935,2010
13089,35054,21168,37388,43022,21107,37813,52711,43239,58771,37137,22164,50996,25554,2010
13091,23200,35846,23910,32466,17798,61941,30221,30703,16250,32262,7635,31167,29468,2010
13093,32955,28100,21411,44219,19648,38750,31750,27306,27188,31105,29904,31313,16875,2010
13095,13106,25397,29313,30265,16639,34922,21957,30951,41290,26780,4026,33859,19617,2010
13097,17772,34813,40205,38909,24161,40877,52426,46203,48240,35774,20768,47513,30241,2010
13099,13365,21154,37623,25100,12088,25849,23491,31518,43125,28665,31000,41667,18295,2010
13101,15804,23902,24574,27045,21354,44306,NA,16500,NA,23542,NA,30250,10357,2010
13103,46115,32897,52115,45813,22241,39359,51422,36198,33152,33806,15411,42950,31693,2010
13105,27708,35655,27510,31241,22330,32763,26917,23963,26955,20101,27885,31036,23048,2010
13107,21000,24286,22213,18967,16670,40344,30486,22944,39178,25329,36131,28155,17031,2010
13109,17461,21486,28102,36750,20313,43333,38750,20057,51696,34483,NA,31165,34750,2010
13111,25714,25036,22411,37344,19368,47984,50781,27215,37375,33372,23602,33806,14683,2010
13113,46979,41972,62364,47478,22187,58641,61322,42525,54658,41490,11616,61220,28966,2010
13115,30400,25389,32223,34974,17407,41903,33208,32625,34357,27353,12450,32717,22971,2010
13117,26806,37076,62316,66850,28436,56970,86468,63739,82917,38013,21927,49167,25469,2010
13119,41302,22118,25117,36513,22893,32250,38611,26779,28523,31438,16875,37644,19066,2010
13121,22600,30360,51745,51200,26394,40959,65223,55018,71118,38192,26520,47118,25326,2010
13123,18298,27821,24891,40609,24289,38563,32731,27050,30566,25861,31141,37188,11004,2010
13125,26953,25000,32768,29095,21875,30500,66786,45707,NA,35938,NA,26406,14861,2010
13127,21655,31121,45864,34088,21360,37630,24911,36438,44789,33022,14944,49932,24845,2010
13129,20568,25400,28921,31168,20884,31584,50625,27181,42321,33827,10000,36075,21941,2010
13131,23750,22304,31208,26932,20092,37321,32586,21736,43371,34369,31029,32060,15741,2010
13133,17423,30534,30811,20313,18333,27036,17386,28864,18750,21611,37730,30357,20291,2010
13135,34018,25996,44622,45446,25808,41626,60659,44283,57999,37340,18938,51980,24444,2010
13137,22475,23750,30900,25369,17168,43750,35662,32182,40490,24504,17470,32969,14688,2010
13139,22171,25592,29046,34557,22837,36634,59145,40215,47810,32883,14911,42681,24594,2010
13141,14265,9396,20758,NA,19000,11984,33750,35099,NA,18110,NA,25255,15946,2010
13143,33917,32030,32449,41672,21399,40670,44727,36993,34777,28559,27682,27320,23713,2010
13145,35250,38024,41546,46045,24462,45670,44338,45114,52964,40186,21667,42481,26568,2010
13147,20509,32325,29810,32159,19543,31982,31536,26000,31429,26634,20341,30904,14198,2010
13149,14107,24861,33419,41048,16842,44103,15313,27904,31053,19563,16667,40741,15577,2010
13151,21250,35685,42982,41154,25702,45658,51471,39747,47133,37213,31037,48767,30276,2010
13153,25000,25913,36661,37571,20162,37153,38170,35292,51324,31676,21406,53651,24817,2010
13155,36838,6904,27105,31818,22569,36563,NA,23125,27604,23500,24762,34625,21968,2010
13157,26296,34692,36345,34369,25603,39167,53155,45117,46359,34818,26196,41495,20428,2010
13159,22348,28638,28955,24556,22270,39048,66500,36298,26528,20449,16667,44260,12442,2010
13161,21217,22045,27500,21912,23712,31186,"2,500-",19091,40197,31585,"2,500-",26796,22870,2010
13163,28902,28949,26573,24776,14800,42303,52396,19750,55568,27544,80673,30540,18750,2010
13165,35250,21506,24619,36250,21182,45114,NA,69258,NA,45625,NA,21328,26994,2010
13167,40341,30368,20938,14848,17583,20694,NA,22308,29531,24013,NA,31309,15808,2010
13169,20750,25375,38157,40100,28729,40721,32813,37575,38558,27137,"2,500-",38875,21322,2010
13171,19524,27305,29182,39179,20241,38061,21336,31648,22113,21588,6435,36773,19663,2010
13173,25809,21250,22019,23137,12292,"2,500-",NA,21458,18965,20030,50980,36172,16761,2010
13175,26422,28943,28969,38724,21602,31548,31731,34375,50087,31652,15357,35735,16746,2010
13177,26023,29466,52500,41402,21294,36921,44583,33871,43409,36169,6103,51085,24406,2010
13179,20729,25543,37617,24167,13206,40722,27060,26953,38956,26593,9432,37985,21706,2010
13181,29531,33269,34074,25000,17159,37165,32266,30302,40083,31107,19333,24615,17813,2010
13183,NA,19325,27383,43917,15174,30300,30327,21477,38864,17488,12804,41528,25843,2010
13185,19766,22398,28366,39352,18175,38076,24517,28650,34153,25934,6238,32115,17402,2010
13187,27560,24486,31123,29286,19286,34274,61642,35528,25104,25319,17583,38542,20568,2010
13189,27667,25771,23519,26413,21494,35304,16116,22083,35521,24861,13825,39762,12153,2010
13191,14052,31588,37679,32386,14869,56066,90167,43167,53828,21293,NA,48605,15921,2010
13193,14867,22202,21724,52639,15556,26250,NA,26298,7145,22760,31174,25904,14308,2010
13195,31200,21700,38585,41188,24401,35475,13021,31928,32188,28162,18250,41368,25241,2010
13197,26767,33929,32052,56163,25726,46218,"2,500-",27417,67750,25673,11076,26700,14063,2010
13199,22188,27868,29311,29107,21800,52586,12368,30383,31912,25070,24896,34313,13214,2010
13201,30053,27616,30543,28480,29013,29583,NA,32109,21750,24219,25000,31111,26066,2010
13205,24272,25425,23917,28942,21049,36512,43654,31058,39917,28547,NA,29388,17869,2010
13207,37264,30667,32432,34034,18220,39870,60284,38648,40054,30495,4457,37582,17153,2010
13209,21036,26953,30101,50658,18750,55652,52750,31875,50221,21572,48295,37232,23050,2010
13211,16477,27247,34063,37188,25368,51597,56554,39297,36538,32267,5469,37702,21758,2010
13213,30223,31558,27671,42609,20800,37698,41533,27568,35417,24597,31524,27371,21152,2010
13215,21467,25593,34298,38478,19155,38309,37266,34843,38739,30334,21308,38541,20710,2010
13217,19397,32712,40514,40140,21148,45766,45083,43121,47383,27612,8938,41490,25244,2010
13219,24904,35457,49340,45798,22009,40226,60096,42826,55220,45442,5714,52083,21542,2010
13221,34464,25697,32323,37989,15000,26925,6797,40045,31458,31366,7005,46053,10319,2010
13223,35982,37406,47026,43690,26861,46308,52351,42739,48147,33826,13644,44079,25949,2010
13225,25214,20548,30086,46964,16870,48723,55083,30145,42644,31146,21364,50987,20769,2010
13227,52417,26536,35330,51591,28945,44821,54659,43843,77950,31106,18836,31509,25648,2010
13229,24932,24096,37481,30714,21063,45956,26250,26296,30208,30047,"2,500-",26704,22574,2010
13231,"2,500-",36250,39600,33583,25417,50024,22188,26006,31550,24400,15196,32776,27986,2010
13233,19858,18155,32296,27181,20719,53342,22560,33286,35221,35521,21114,26483,17075,2010
13235,27333,22027,28886,32702,21020,37054,16625,14008,21385,25655,8125,26792,16563,2010
13237,26061,30991,30752,28875,18265,41827,28333,30500,67243,23636,33182,42043,11479,2010
13239,31250,26250,14015,42639,19375,15417,32083,27014,NA,23977,NA,21378,12188,2010
13241,17472,24423,31042,23798,20310,35801,20846,31806,19275,27123,23636,32684,19196,2010
13243,30263,27708,19028,31875,18922,19737,"2,500-",45461,4792,23243,16696,22794,25000,2010
13245,15893,27448,32565,38698,18968,39149,26146,31420,43678,29425,20026,34729,18608,2010
13247,16000,31359,38855,40014,22193,49939,52289,39960,43700,36321,17500,48480,25632,2010
13249,32000,26577,23804,NA,26838,34338,66023,21136,4760,35750,NA,37391,8958,2010
13251,26500,36458,26813,21958,14620,22415,66875,27250,7115,23056,NA,21607,13663,2010
13253,14861,31219,23708,37813,34671,35667,36250,25726,70156,21660,NA,28828,14762,2010
13255,42813,29036,30833,32470,16530,42705,40377,26330,50585,31100,17443,39521,21328,2010
